src_id,dst_type,dst_id,visible,visible_any_vertex,distance_m,eye_z,tgt_z
id18002,building,61,True,True,80.15177610256033,112.132,107.735
id18002,building,63,True,True,87.19492221451884,112.132,108.349
id18002,building,65,True,True,99.32464630074291,112.132,111.472
id18002,building,66,True,True,112.57425926365867,112.132,112.799
id18002,building,67,False,True,118.42931542552411,112.132,105.091
id18002,building,68,False,True,123.53399538957902,112.132,103.183
id18002,building,98,False,False,120.98386759639929,112.132,99.512
id18002,building,64,True,True,81.58030838420933,112.132,106.836
id18002,building,141,False,False,74.43461514748651,112.132,102.95
id18002,building,145,False,True,66.6378826549027,112.132,106.066
id18002,building,146,True,True,70.29444336416113,112.132,105.108
id18002,building,234,False,False,116.54647156997213,112.132,103.44
id18002,building,231,False,False,88.37449955044508,112.132,105.698
id18002,building,236,False,False,94.75335450511456,112.132,105.748
id18002,building,232,False,False,95.97682310149936,112.132,107.274
id18002,building,233,False,False,106.32711188517203,112.132,104.397
id18002,building,235,False,False,117.77108826248251,112.132,103.235
id18002,building,134,False,False,94.86090555581497,112.132,100.944
id18002,building,138,False,False,82.69916205296643,112.132,100.571
id18002,building,105,False,False,100.63363256744124,112.132,103.526
id18002,building,103,False,False,95.53404018500729,112.132,104.495
id18002,building,104,False,False,98.49341209419927,112.132,103.406
id18002,building,101,True,True,102.77451493586783,112.132,105.366
id18002,building,238,False,False,100.449491944951,112.132,103.6
id18002,building,239,False,False,106.1211951576843,112.132,102.933
id18002,building,131,False,False,99.26411540143727,112.132,99.457
id18002,building,132,False,False,94.20460435586723,112.132,99.82
id18002,building,107,False,False,108.19556890111166,112.132,100.417
id18002,building,108,False,False,113.15975303867673,112.132,99.078
id18002,building,130,False,False,110.93002074605532,112.132,99.705
